source_cell,edition,table,state,size_class,metric,comparison,axis,group1,group2,n_items_total,n_items_train,n_items_validation,n_items_test,frozen_condition,frozen_gold_letter,page_or_sheet,source_url_or_doc_hash,extraction_method,units,denominator_or_stratum,group1_value,group2_value,notes,verification_status,checker,checked_date,second_checker,adjudicated_date,discrepancy_type
AgCensus2015-16 T2-4 Haryana/Large/area/STvsOthers,AgCensus2015-16,T2-4,Haryana,Large,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/Large/number/SCvsOthers,AgCensus2015-16,T2-4,Haryana,Large,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/Large/number/STvsOthers,AgCensus2015-16,T2-4,Haryana,Large,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/Marginal/area/SCvsOthers,AgCensus2015-16,T2-4,Haryana,Marginal,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/Marginal/area/STvsOthers,AgCensus2015-16,T2-4,Haryana,Marginal,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/Marginal/number/SCvsOthers,AgCensus2015-16,T2-4,Haryana,Marginal,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Haryana,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/Medium/area/SCvsOthers,AgCensus2015-16,T2-4,Haryana,Medium,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/Medium/area/STvsOthers,AgCensus2015-16,T2-4,Haryana,Medium,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/Medium/number/SCvsOthers,AgCensus2015-16,T2-4,Haryana,Medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/Medium/number/STvsOthers,AgCensus2015-16,T2-4,Haryana,Medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/SC/area/MarginalvsSmall,AgCensus2015-16,T2-4,Haryana,SC,area,MarginalvsSmall,landholding,marginal operated area,small operated area,4,0,0,4,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/SC/number/MarginalvsLarge,AgCensus2015-16,T2-4,Haryana,SC,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,0,1,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/SC/number/MarginalvsMedium,AgCensus2015-16,T2-4,Haryana,SC,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/SC/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Haryana,SC,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/SC/number/MarginalvsSmall,AgCensus2015-16,T2-4,Haryana,SC,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/SC/number/Semi-mediumvsLarge,AgCensus2015-16,T2-4,Haryana,SC,number,Semi-mediumvsLarge,landholding,semi-medium holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/SC/number/SmallvsLarge,AgCensus2015-16,T2-4,Haryana,SC,number,SmallvsLarge,landholding,small holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/SC/number/SmallvsMedium,AgCensus2015-16,T2-4,Haryana,SC,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/SC/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Haryana,SC,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,3,3,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/Semi-medium/area/SCvsOthers,AgCensus2015-16,T2-4,Haryana,Semi-medium,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/Semi-medium/area/STvsOthers,AgCensus2015-16,T2-4,Haryana,Semi-medium,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/Semi-medium/number/SCvsOthers,AgCensus2015-16,T2-4,Haryana,Semi-medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/Semi-medium/number/STvsOthers,AgCensus2015-16,T2-4,Haryana,Semi-medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/Small/area/SCvsOthers,AgCensus2015-16,T2-4,Haryana,Small,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/Small/area/STvsOthers,AgCensus2015-16,T2-4,Haryana,Small,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/Small/number/SCvsOthers,AgCensus2015-16,T2-4,Haryana,Small,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Haryana/Small/number/STvsOthers,AgCensus2015-16,T2-4,Haryana,Small,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/All Classes/area/SCvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,All Classes,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/All Classes/area/STvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,All Classes,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/All Classes/number/SCvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,All Classes,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/All Classes/number/SCvsST,AgCensus2015-16,T2-4,Himachal Pradesh,All Classes,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/All/area/MarginalvsSmall,AgCensus2015-16,T2-4,Himachal Pradesh,All,area,MarginalvsSmall,landholding,marginal operated area,small operated area,2,0,0,2,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/All/area/SmallvsSemi-medium,AgCensus2015-16,T2-4,Himachal Pradesh,All,area,SmallvsSemi-medium,landholding,small operated area,semi-medium operated area,2,2,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/All/number/MarginalvsLarge,AgCensus2015-16,T2-4,Himachal Pradesh,All,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,Himachal Pradesh,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Himachal Pradesh,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/All/number/MarginalvsSmall,AgCensus2015-16,T2-4,Himachal Pradesh,All,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/All/number/SmallvsLarge,AgCensus2015-16,T2-4,Himachal Pradesh,All,number,SmallvsLarge,landholding,small holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/All/number/SmallvsMedium,AgCensus2015-16,T2-4,Himachal Pradesh,All,number,SmallvsMedium,landholding,small holdings,medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Large/area/SCvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,Large,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Large/area/STvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,Large,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Marginal/area/SCvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,Marginal,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Marginal/area/SCvsST,AgCensus2015-16,T2-4,Himachal Pradesh,Marginal,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Marginal/area/STvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,Marginal,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Marginal/number/SCvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,Marginal,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Marginal/number/SCvsST,AgCensus2015-16,T2-4,Himachal Pradesh,Marginal,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Medium/area/SCvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,Medium,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Medium/area/SCvsST,AgCensus2015-16,T2-4,Himachal Pradesh,Medium,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,0,8,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Medium/area/STvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,Medium,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Medium/number/SCvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,Medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Medium/number/STvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,Medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/SC/number/MarginalvsMedium,AgCensus2015-16,T2-4,Himachal Pradesh,SC,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/SC/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Himachal Pradesh,SC,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/SC/number/MarginalvsSmall,AgCensus2015-16,T2-4,Himachal Pradesh,SC,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/SC/number/SmallvsMedium,AgCensus2015-16,T2-4,Himachal Pradesh,SC,number,SmallvsMedium,landholding,small holdings,medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/ST/number/MarginalvsLarge,AgCensus2015-16,T2-4,Himachal Pradesh,ST,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/ST/number/MarginalvsMedium,AgCensus2015-16,T2-4,Himachal Pradesh,ST,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Himachal Pradesh,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Himachal Pradesh,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/ST/number/SmallvsLarge,AgCensus2015-16,T2-4,Himachal Pradesh,ST,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Himachal Pradesh,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/ST/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Himachal Pradesh,ST,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Semi-medium/area/SCvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,Semi-medium,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Semi-medium/area/SCvsST,AgCensus2015-16,T2-4,Himachal Pradesh,Semi-medium,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,8,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Semi-medium/area/STvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,Semi-medium,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Semi-medium/number/SCvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,Semi-medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Semi-medium/number/SCvsST,AgCensus2015-16,T2-4,Himachal Pradesh,Semi-medium,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,0,0,8,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Semi-medium/number/STvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,Semi-medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Small/area/SCvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,Small,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Small/area/STvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,Small,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Small/number/SCvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,Small,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Himachal Pradesh/Small/number/STvsOthers,AgCensus2015-16,T2-4,Himachal Pradesh,Small,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/All Classes/area/SCvsOthers,AgCensus2015-16,T2-4,Jammu & Kashmir,All Classes,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/All Classes/area/STvsOthers,AgCensus2015-16,T2-4,Jammu & Kashmir,All Classes,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/All Classes/number/SCvsOthers,AgCensus2015-16,T2-4,Jammu & Kashmir,All Classes,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Jammu & Kashmir,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/All/number/MarginalvsLarge,AgCensus2015-16,T2-4,Jammu & Kashmir,All,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,Jammu & Kashmir,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Jammu & Kashmir,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/All/number/MarginalvsSmall,AgCensus2015-16,T2-4,Jammu & Kashmir,All,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/All/number/SmallvsLarge,AgCensus2015-16,T2-4,Jammu & Kashmir,All,number,SmallvsLarge,landholding,small holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/All/number/SmallvsMedium,AgCensus2015-16,T2-4,Jammu & Kashmir,All,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/Marginal/area/SCvsOthers,AgCensus2015-16,T2-4,Jammu & Kashmir,Marginal,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/Marginal/area/STvsOthers,AgCensus2015-16,T2-4,Jammu & Kashmir,Marginal,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/Marginal/number/SCvsOthers,AgCensus2015-16,T2-4,Jammu & Kashmir,Marginal,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Jammu & Kashmir,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/Medium/area/SCvsOthers,AgCensus2015-16,T2-4,Jammu & Kashmir,Medium,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/Medium/area/SCvsST,AgCensus2015-16,T2-4,Jammu & Kashmir,Medium,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/Medium/area/STvsOthers,AgCensus2015-16,T2-4,Jammu & Kashmir,Medium,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/SC/number/MarginalvsLarge,AgCensus2015-16,T2-4,Jammu & Kashmir,SC,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/SC/number/MarginalvsMedium,AgCensus2015-16,T2-4,Jammu & Kashmir,SC,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/SC/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Jammu & Kashmir,SC,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/SC/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Jammu & Kashmir,SC,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,4,0,0,4,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/SC/number/SmallvsLarge,AgCensus2015-16,T2-4,Jammu & Kashmir,SC,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/SC/number/SmallvsMedium,AgCensus2015-16,T2-4,Jammu & Kashmir,SC,number,SmallvsMedium,landholding,small holdings,medium holdings,1,0,1,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/ST/number/MarginalvsLarge,AgCensus2015-16,T2-4,Jammu & Kashmir,ST,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/ST/number/MarginalvsMedium,AgCensus2015-16,T2-4,Jammu & Kashmir,ST,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Jammu & Kashmir,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,0,1,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Jammu & Kashmir,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Jammu & Kashmir,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Jammu & Kashmir/Semi-medium/area/SCvsOthers,AgCensus2015-16,T2-4,Jammu & Kashmir,Semi-medium,area,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
