source_cell,edition,table,state,size_class,metric,comparison,axis,group1,group2,n_items_total,n_items_train,n_items_validation,n_items_test,frozen_condition,frozen_gold_letter,page_or_sheet,source_url_or_doc_hash,extraction_method,units,denominator_or_stratum,group1_value,group2_value,notes,verification_status,checker,checked_date,second_checker,adjudicated_date,discrepancy_type,recomputed_condition,recomputed_gold,agrees_with_frozen
AgCensus2015-16 T2-4 West Bengal/All Classes/number/SCvsST,AgCensus2015-16,T2-4,West Bengal,All Classes,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,a,"Tables 2-4, PDF pages 25,31,37",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for West Bengal/All Classes/number=7243,24.8239679691,8.2838602789,raw SC=1798; raw ST=600; construction fact=f00338; stored gap=16.54 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 West Bengal/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,West Bengal,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,"Tables 2-4, PDF pages 25,31,37",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for West Bengal/All Classes/number=7243,8.2838602789,66.8921717520,raw ST=600; raw Others=4845; construction fact=f00340; stored gap=58.61 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 West Bengal/All/number/MarginalvsLarge,AgCensus2015-16,T2-4,West Bengal,All,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,"Table 2, PDF pages 25,26,30",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for West Bengal/All/number=7243,82.8109899213,0.0138064338,raw Marginal=5998; raw Large=1; construction fact=f00967; stored gap=82.8 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 West Bengal/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,West Bengal,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,"Table 2, PDF pages 25,26,29",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for West Bengal/All/number=7243,82.8109899213,0.2485158084,raw Marginal=5998; raw Medium=18; construction fact=f00966; stored gap=82.56 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 West Bengal/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,West Bengal,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,"Table 2, PDF pages 25,26,28",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for West Bengal/All/number=7243,82.8109899213,3.5344470523,raw Marginal=5998; raw Semi-medium=256; construction fact=f00965; stored gap=79.28 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 West Bengal/All/number/MarginalvsSmall,AgCensus2015-16,T2-4,West Bengal,All,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,"Table 2, PDF pages 25,26,27",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for West Bengal/All/number=7243,82.8109899213,13.4060472180,raw Marginal=5998; raw Small=971; construction fact=f00964; stored gap=69.4 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 West Bengal/All/number/SmallvsLarge,AgCensus2015-16,T2-4,West Bengal,All,number,SmallvsLarge,landholding,small holdings,large holdings,1,1,0,0,diff,a,"Table 2, PDF pages 25,27,30",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for West Bengal/All/number=7243,13.4060472180,0.0138064338,raw Small=971; raw Large=1; construction fact=f00969; stored gap=13.39 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 West Bengal/All/number/SmallvsMedium,AgCensus2015-16,T2-4,West Bengal,All,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,"Table 2, PDF pages 25,27,29",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for West Bengal/All/number=7243,13.4060472180,0.2485158084,raw Small=971; raw Medium=18; construction fact=f00968; stored gap=13.16 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 West Bengal/Marginal/number/SCvsOthers,AgCensus2015-16,T2-4,West Bengal,Marginal,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,"Tables 2-4, PDF pages 26,32,38",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for West Bengal/Marginal/number=5998,26.1587195732,65.3384461487,raw SC=1569; raw Others=3919; construction fact=f00342; stored gap=39.18 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 West Bengal/Marginal/number/SCvsST,AgCensus2015-16,T2-4,West Bengal,Marginal,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,a,"Tables 2-4, PDF pages 26,32,38",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for West Bengal/Marginal/number=5998,26.1587195732,8.5028342781,raw SC=1569; raw ST=510; construction fact=f00341; stored gap=17.66 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 West Bengal/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,West Bengal,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,"Tables 2-4, PDF pages 26,32,38",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for West Bengal/Marginal/number=5998,8.5028342781,65.3384461487,raw ST=510; raw Others=3919; construction fact=f00343; stored gap=56.84 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 West Bengal/SC/number/MarginalvsLarge,AgCensus2015-16,T2-4,West Bengal,SC,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,0,0,1,diff,a,"Table 3, PDF pages 31,32,36",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for West Bengal/SC/number=1798,87.2636262514,0.0000000000,raw Marginal=1569; raw Large=0; construction fact=f01113; stored gap=87.26 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 West Bengal/SC/number/MarginalvsMedium,AgCensus2015-16,T2-4,West Bengal,SC,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,"Table 3, PDF pages 31,32,35",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for West Bengal/SC/number=1798,87.2636262514,0.0556173526,raw Marginal=1569; raw Medium=1; construction fact=f01112; stored gap=87.21 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 West Bengal/SC/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,West Bengal,SC,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,0,0,1,diff,a,"Table 3, PDF pages 31,32,34",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for West Bengal/SC/number=1798,87.2636262514,2.1690767519,raw Marginal=1569; raw Semi-medium=39; construction fact=f01111; stored gap=85.09 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 West Bengal/SC/number/MarginalvsSmall,AgCensus2015-16,T2-4,West Bengal,SC,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,"Table 3, PDF pages 31,32,33",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for West Bengal/SC/number=1798,87.2636262514,10.4560622914,raw Marginal=1569; raw Small=188; construction fact=f01110; stored gap=76.81 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 West Bengal/SC/number/SmallvsLarge,AgCensus2015-16,T2-4,West Bengal,SC,number,SmallvsLarge,landholding,small holdings,large holdings,1,1,0,0,diff,a,"Table 3, PDF pages 31,33,36",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for West Bengal/SC/number=1798,10.4560622914,0.0000000000,raw Small=188; raw Large=0; construction fact=f01115; stored gap=10.46 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 West Bengal/SC/number/SmallvsMedium,AgCensus2015-16,T2-4,West Bengal,SC,number,SmallvsMedium,landholding,small holdings,medium holdings,1,0,0,1,diff,a,"Table 3, PDF pages 31,33,35",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for West Bengal/SC/number=1798,10.4560622914,0.0556173526,raw Small=188; raw Medium=1; construction fact=f01114; stored gap=10.4 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 West Bengal/Semi-medium/number/SCvsOthers,AgCensus2015-16,T2-4,West Bengal,Semi-medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,"Tables 2-4, PDF pages 28,34,40",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for West Bengal/Semi-medium/number=256,15.2343750000,78.5156250000,raw SC=39; raw Others=201; construction fact=f00344; stored gap=63.28 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 West Bengal/Semi-medium/number/STvsOthers,AgCensus2015-16,T2-4,West Bengal,Semi-medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,"Tables 2-4, PDF pages 28,34,40",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for West Bengal/Semi-medium/number=256,6.2500000000,78.5156250000,raw ST=16; raw Others=201; construction fact=f00345; stored gap=72.27 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 West Bengal/Small/number/SCvsOthers,AgCensus2015-16,T2-4,West Bengal,Small,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,"Tables 2-4, PDF pages 27,33,39",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for West Bengal/Small/number=971,19.3614830072,73.0175077240,raw SC=188; raw Others=709; construction fact=f00347; stored gap=53.66 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 West Bengal/Small/number/SCvsST,AgCensus2015-16,T2-4,West Bengal,Small,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,a,"Tables 2-4, PDF pages 27,33,39",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for West Bengal/Small/number=971,19.3614830072,7.6210092688,raw SC=188; raw ST=74; construction fact=f00346; stored gap=11.74 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 West Bengal/Small/number/STvsOthers,AgCensus2015-16,T2-4,West Bengal,Small,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,"Tables 2-4, PDF pages 27,33,39",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for West Bengal/Small/number=971,7.6210092688,73.0175077240,raw ST=74; raw Others=709; construction fact=f00348; stored gap=65.4 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
